Identifier,IdentityScore,EAScore,UWScore,Owner_Verified_Components,Owner_Negatively_Verified_Components,Owner_Phone_1_to_Name_Linkage,Owner_Phone_1_to_First_Name_Linkage,Owner_Address_to_Phone_1_Linkage,Owner_Email_to_Phone_1_Linkage,Owner_Prepaid_Phone_Attribute,Owner_Business_Phone_Indicator,Owner_Phone_InService_Indicator,Owner_Phone_Type_Indicator,Owner_Service_Discontinued_Indicator,Owner_Recent_Phone_Usage_Past_2_months,Owner_Phone_Usage_Past_12_months,Owner_Phone_Carrier,Owner_Parent_Phone_Carrier,Owner_Technology_Indicator,Owner_VoIP_Indicator,Owner_MVNO_Indicator,Fraud
1018943,602,500,13.738,8,2,-1,-1,2,0,N,B,U,L,0,1,2,Windstream_SL-NSR,Windstream,Wireline,3,,0
1018944,282,500,0.619,2,8,2,1,2,0,N,U,A7,W,0,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018945,481,75,0.71,1,8,2,2,1,1,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1018946,432,84,7.295,1,5,2,1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018947,413,72,0.39,1,8,1,1,-1,1,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1018948,422,93,1.851,5,2,2,1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1018949,417,142,0.514,8,5,0,0,0,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018950,450,48,1.419,5,7,2,-2,1,0,N,C,A7,L,0,2,3,BellSouth,AT&T,Wireline,3,,0
1018951,592,709,7.47,5,7,1,-1,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1018952,457,500,3.208,7,5,-1,1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1018953,494,500,0.873,2,8,2,1,2,0,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018954,416,193,1.133,8,5,-1,-1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018955,702,94,3.604,7,5,-1,-1,-1,0,N,B,A7,L,0,2,3,Cox Communications,Cox,Wireline,3,,0
1018956,541,500,2.181,8,8,0,0,0,0,N,U,A5,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1018957,347,85,0.296,2,8,2,1,2,0,N,B,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1018958,513,70,1.552,3,7,2,1,-1,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018959,278,72,0.263,1,8,2,1,2,1,N,U,A6,W,0,1,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1018960,529,132,1.086,2,6,2,1,2,-1,N,B,I2,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018961,604,500,9.228,2,8,2,-1,2,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018962,395,500,1.037,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018963,556,77,0.5,2,6,1,1,-1,-1,N,B,A7,L,0,3,4,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1018964,515,500,2.772,2,5,-1,2,-1,0,N,U,A7,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,1
1018965,345,90,0.359,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018966,387,143,0.376,2,8,2,-1,1,0,N,U,A7,W,0,3,4,USCC - SVR,US Cellular,Wireless,,N,0
1018967,504,171,0.457,2,8,2,1,-1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018968,589,500,3.081,8,2,-1,-1,2,0,N,B,A7,L,0,1,2,Comcast Phone,Comcast,Wireline,3,,0
1018969,462,500,1.206,2,8,1,1,-1,-2,N,U,A7,W,7,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018970,451,289,0.979,2,8,1,-1,-1,0,N,U,A7,W,0,2,4,Cingular Wireless,AT&T,Wireless,,N,0
1018971,470,92,0.543,3,7,2,1,-1,1,N,U,A7,W,7,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018972,455,231,0.789,2,6,2,1,2,-1,N,U,A7,W,0,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018973,547,500,11.997,7,5,-1,1,-1,0,N,U,I1,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,1
1018974,388,156,0.839,2,8,2,1,2,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018975,531,68,3.813,6,5,-1,1,-2,-1,N,U,A7,L,0,1,2,TCG,AT&T,Wireline,3,,0
1018976,433,72,1.523,1,8,2,1,2,-1,N,U,A4,W,0,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018977,442,500,5.769,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018978,562,269,1.661,5,7,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1018979,517,50,1.715,1,4,2,1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018980,409,497,1.061,2,8,2,-1,2,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1018981,375,77,0.517,1,5,2,-1,1,1,N,U,A5,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018982,618,248,8.145,5,7,1,1,-1,0,N,B,A7,L,0,3,5,Level 3-SVR,CenturyLink,Wireline,1,,0
1018983,627,191,5.652,5,2,2,2,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018984,541,79,2.478,8,2,-1,-1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018985,461,500,1.854,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018986,916,500,72.367,8,7,0,0,-1,0,N,U,A2,W,7,3,3,Verizon Wireless - SVR,Verizon,Wireless,,N,1
1018987,561,92,2.342,5,7,1,-1,-1,0,Y,U,A1,W,0,2,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018988,391,500,1.121,5,8,2,-2,-1,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1018989,602,86,1.59,2,8,2,-1,2,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1018990,567,93,2.281,1,8,2,2,1,1,N,U,A7,W,4,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018991,603,122,7.683,5,8,1,1,-2,0,N,U,A1,W,0,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1018992,597,73,2.863,8,5,-1,-1,-2,0,N,B,A7,L,0,2,3,Qwest_Communications,CenturyLink,Wireline,3,,0
1018993,431,84,0.56,2,8,2,2,1,0,N,U,I1,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1018994,563,291,0.968,7,5,-1,2,-1,0,N,U,A4,L,0,1,2,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1018995,459,805,9.052,2,6,2,-1,1,-1,N,C,A7,L,0,2,3,Charter Fiber - NSR,Charter Communications,Wireline,3,,1
1018996,397,75,1.019,1,8,2,2,1,1,N,B,A7,L,0,2,3,Time Warner Cable - NSR,Charter Communications,Wireline,3,,0
1018997,371,69,0.324,1,8,2,-2,-1,-1,N,B,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1018998,532,68,0.952,2,3,2,2,2,-1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1018999,409,500,0.306,2,8,2,2,-1,0,N,U,A7,L,0,1,3,Cox Communications,Cox,Wireline,3,,0
1019000,415,709,0.918,7,3,-1,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019001,504,79,0.853,1,8,2,-1,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019002,475,500,2.545,5,8,2,1,-2,0,N,U,A4,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019003,377,122,0.391,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019004,410,87,1.724,1,8,2,2,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019005,530,85,1.438,2,6,2,-2,2,-1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019006,397,80,0.428,2,5,2,1,-1,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019007,475,904,14.142,2,8,2,1,2,-2,N,U,A4,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,1
1019008,489,500,1.95,5,7,1,1,-1,-2,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019009,734,708,19.225,7,3,-1,2,-1,-1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019010,500,500,2.667,2,8,2,-2,-1,0,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019011,459,500,10.487,2,8,1,1,1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,1
1019012,467,78,0.458,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019013,375,244,1.544,2,8,2,2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019014,308,34,0.9,1,8,2,2,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019015,377,88,0.333,1,5,1,1,1,1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019016,713,500,13.954,2,8,2,-1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019017,438,180,1.296,2,8,2,-1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019018,517,500,2.666,2,8,1,1,-1,-2,N,U,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019019,378,79,0.424,1,8,2,-1,2,-1,N,U,A7,W,0,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019020,608,904,14.985,2,5,2,2,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019021,394,500,1.029,2,5,2,1,2,0,N,B,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019022,444,202,1.361,1,8,1,1,1,1,N,B,A7,L,0,1,2,Windstream_SL-NSR,Windstream,Wireline,3,,0
1019023,585,50,1.017,1,8,2,-1,2,-1,N,U,A7,L,0,2,3,YMAX Communications,Ymax Communications,Wireline,1,,0
1019024,407,904,9.907,7,5,-1,-1,1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019025,496,500,2.212,5,7,1,-1,-1,0,Y,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019026,532,184,2.557,2,8,2,-1,2,0,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019027,399,500,2.086,2,8,2,-2,1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019028,780,94,8.298,7,8,0,0,-1,0,N,U,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019029,610,500,5.118,2,6,2,2,1,-1,N,B,A6,L,0,1,3,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019030,371,141,0.403,7,5,-1,2,2,-2,N,B,A2,W,0,1,2,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019031,375,500,1.178,5,8,2,1,-2,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019032,421,79,0.65,1,8,2,2,1,-1,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019033,435,88,0.358,1,8,2,1,2,1,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019034,407,904,2.986,2,8,2,2,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019035,663,50,2.703,6,4,-1,1,-1,-1,N,B,A3,L,0,2,3,Broadvox - NSR,Onvoy,Wireline,2,,0
1019036,660,457,4.738,2,5,1,1,1,0,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019037,394,500,1.658,2,8,2,1,2,0,N,U,U,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019038,494,86,1.368,6,4,-1,2,-1,-1,N,B,A7,L,0,2,3,RCN - NSR,RCN,Wireline,3,,0
1019039,535,248,1.822,2,6,2,1,-1,-1,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019040,321,500,1.162,2,8,2,1,2,0,N,U,A7,W,0,2,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019041,474,500,1.876,5,7,2,2,-1,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019042,433,50,0.523,2,6,2,-2,1,-1,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019043,556,750,11.491,2,8,2,2,2,0,N,U,A7,W,0,1,3,Metro PCS Communications Inc,T-Mobile,Wireless,,N,0
1019044,408,500,1.245,2,8,2,1,2,-2,N,U,A7,W,0,2,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019045,425,115,0.576,5,7,2,2,-1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019046,422,89,0.844,5,8,1,1,-2,0,N,U,A7,W,5,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019047,308,77,0.263,1,8,1,1,1,1,N,U,A7,W,0,2,3,Carolina West Wireless - SVR,Carolina West Wireless,Wireless,,N,0
1019048,587,709,8.894,2,8,2,1,1,0,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019049,533,500,3.949,5,2,2,1,-1,0,N,U,A7,W,7,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019050,441,99,0.848,1,8,2,1,2,1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019051,440,91,0.589,2,6,2,1,2,-1,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019052,450,155,0.29,2,8,2,1,2,0,N,B,A7,W,0,4,5,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019053,459,500,0.939,2,8,2,1,-1,-2,Y,U,A5,W,0,1,3,Cingular Wireless,AT&T,Wireless,,Y,0
1019054,596,500,6.047,7,5,-1,2,-1,0,N,B,A7,L,0,3,4,SouthWestern Bell,AT&T,Wireline,3,,0
1019055,568,500,1.525,7,4,-1,-1,-1,-1,N,B,A7,L,0,4,5,RCN - NSR,RCN,Wireline,3,,0
1019056,525,232,1.627,2,8,2,-2,1,-2,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019057,786,83,10.79,2,6,1,-1,2,0,N,U,A7,W,7,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019058,587,469,13.922,2,8,1,1,1,0,N,U,A6,L,0,2,3,SouthWestern Bell,AT&T,Wireline,3,,0
1019059,541,99,0.821,1,8,2,1,2,1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019060,439,76,0.068,1,8,1,-1,1,1,N,C,A7,L,0,1,3,Charter Fiber - NSR,Charter Communications,Wireline,3,,0
1019061,451,475,0.635,2,5,2,2,1,-2,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019062,402,248,1.164,2,8,2,1,2,0,N,U,A7,W,7,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019063,652,248,3.978,2,6,2,-1,2,0,N,B,A7,L,0,2,4,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1019064,383,500,1.525,2,6,2,1,2,-1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019065,407,904,1.329,2,5,2,2,1,-2,N,U,A7,W,0,2,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019066,528,500,2.806,2,8,2,2,1,0,N,B,A7,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1019067,627,266,3.454,7,5,-1,-1,-1,0,N,B,A7,L,0,4,5,"Big Bend Telecom, LTD - JSI","Big Bend Telecom, LTD",Wireline,3,,0
1019068,472,500,2.87,2,8,2,1,2,0,N,U,A7,W,4,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019069,412,500,2.298,2,8,2,-1,1,0,N,B,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019070,419,109,2.486,7,5,-1,-1,-1,0,N,B,A7,L,0,3,4,Cox Communications,Cox,Wireline,3,,0
1019071,379,95,0.465,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019072,411,500,1.912,2,8,2,1,2,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019073,531,500,5.506,5,7,2,1,-1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019074,450,215,1.271,8,5,0,0,-2,0,N,U,U,W,0,1,1,Cingular Wireless,AT&T,Wireless,,N,1
1019075,374,95,0.361,2,6,2,1,-1,-1,N,B,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019076,330,973,3.804,2,8,2,1,1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019077,581,95,4.618,8,2,-1,-1,-1,-2,N,B,I1,L,0,2,3,BANDWIDTH.COM,Bandwidth.com,Wireline,2,,0
1019078,371,76,0.587,1,5,2,2,2,-1,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019079,998,500,94.691,8,2,-1,-1,-1,0,N,U,A4,W,6,3,3,Sprint PCS,Sprint Nextel,Wireless,,N,1
1019080,384,92,0.354,2,8,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019081,381,500,0.359,2,8,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019082,440,154,1.575,8,2,-1,-1,-1,0,N,U,A7,W,7,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019083,422,72,1.639,1,8,2,1,2,-1,N,U,A7,W,0,2,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019084,419,127,2.025,2,8,2,-2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019085,557,500,6.103,5,7,2,1,-1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019086,638,84,4.182,5,8,2,-1,0,0,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019087,338,500,1.209,5,7,2,-1,-1,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019088,383,500,1.527,5,7,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019089,484,83,6.619,3,5,2,2,-2,-1,N,U,A7,W,0,2,3,USCC - SVR,US Cellular,Wireless,,N,0
1019090,299,83,0.294,1,8,2,2,2,1,N,U,A7,W,0,1,3,Cingular Wireless,AT&T,Wireless,,N,0
1019091,401,137,0.252,2,8,2,1,-1,0,N,B,A7,W,0,3,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019092,477,500,2.159,5,7,2,-1,-1,0,N,U,A7,W,0,4,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019093,509,144,0.647,7,5,-1,2,-1,0,N,C,I1,L,0,0,4,Vonage Network Inc,Vonage,VOIP Other,1,,0
1019094,535,458,1.378,2,6,1,1,-1,-1,N,U,A7,L,0,4,5,Level 3-SVR,CenturyLink,Wireline,2,,0
1019095,442,272,0.928,2,8,2,-1,1,-2,N,U,A7,W,0,3,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019096,428,92,2.101,2,8,2,2,1,0,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019097,671,NA,8.779,5,7,2,-2,-1,-2,N,U,A6,W,5,1,3,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019098,486,239,1.234,2,8,2,-1,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019099,317,50,0.713,1,8,2,2,2,1,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019100,475,179,2.547,7,8,0,0,0,0,N,U,A4,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019101,419,212,3.79,5,7,2,1,-1,0,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019102,228,85,0.155,2,8,2,1,2,0,N,U,A7,W,7,1,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019103,418,84,0.264,5,6,2,1,-2,-1,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019104,446,73,0.946,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019105,331,500,0.574,2,8,2,2,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019106,489,92,0.311,2,8,1,1,1,0,N,B,A7,L,0,2,3,CenturyLink,CenturyLink,Wireline,3,,0
1019107,536,500,3.068,7,5,-1,-1,-1,0,N,U,A4,W,5,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1019108,311,85,0.259,1,8,2,1,2,1,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019109,574,119,5.696,7,5,-1,-1,-1,0,Y,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019110,366,500,1.269,2,8,1,-1,-1,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019111,526,146,2.309,2,6,2,-1,2,-1,N,U,A7,W,0,3,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019112,697,274,7.298,7,5,-1,2,-1,-2,N,U,A1,L,0,0,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019113,526,461,0.837,8,8,0,0,0,0,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019114,343,126,0.197,2,6,2,-2,-1,-1,N,U,I2,W,0,1,2,Cingular Wireless,AT&T,Wireless,,N,0
1019115,838,488,25.145,7,5,-1,2,-1,0,N,U,A3,W,6,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019116,409,500,1.069,2,8,2,2,1,-2,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019117,629,500,1.999,8,2,-1,-1,-1,0,N,B,A7,L,0,1,2,Everest Connections - NSR,Consolidated Communications,Wireline,3,,0
1019118,423,500,1.441,5,8,2,2,-1,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019119,473,500,0.616,5,5,2,1,-2,0,Y,U,A7,W,4,0,2,Cingular Wireless,AT&T,Wireless,,Y,0
1019120,562,500,3.26,7,5,-1,-1,-1,0,N,B,I1,L,0,1,2,Alma Telephone Company-JSI,Alma Telephone Company,Wireline,3,,0
1019121,334,500,0.791,2,8,1,1,-1,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019122,564,286,2.397,2,8,2,1,2,-2,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019123,429,199,0.959,2,8,2,-1,2,0,N,U,A7,W,0,2,4,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019124,440,500,1.637,5,7,2,1,-1,-2,N,U,A7,W,0,2,2,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019125,449,254,0.444,7,5,-1,-1,0,0,Y,U,A4,W,4,3,3,Cingular Wireless,AT&T,Wireless,,N,0
1019126,578,256,1.621,5,8,2,1,-2,0,N,U,A7,W,7,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019127,356,500,0.716,5,7,2,1,-1,-2,N,U,A7,W,0,4,5,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019128,364,217,0.426,8,5,-1,-1,-2,0,N,B,A1,L,0,1,2,Frontier Rochester- SVR,Frontier Communications,Wireline,3,,0
1019129,410,65,0.256,1,8,1,1,2,1,N,C,A7,L,0,2,3,SBC IP,AT&T,Wireline,2,,0
1019130,381,88,0.599,5,6,1,1,-1,-1,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019131,443,56,0.965,1,8,2,1,-1,1,N,U,A7,W,0,1,2,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019132,396,500,1.176,2,5,2,1,2,-2,N,U,A7,W,0,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019133,370,82,0.511,1,8,2,2,1,1,N,U,A7,W,0,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019134,489,707,2.838,7,5,-1,-1,-1,-2,N,U,A7,W,7,2,3,Cingular Wireless,AT&T,Wireless,,N,0
1019135,472,904,4.234,2,8,2,2,-1,-2,N,U,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019136,554,147,3.334,2,8,2,-1,2,0,N,U,A7,W,0,3,4,Sprint PCS,Sprint Nextel,Wireless,,N,0
1019137,503,500,4.007,7,5,-1,-1,2,0,N,U,A7,W,0,1,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019138,590,904,10.329,7,5,-1,1,-1,-2,N,U,A1,L,0,1,1,BANDWIDTH.COM,Bandwidth.com,Wireline,1,,0
1019139,366,500,1.448,2,8,2,1,1,0,N,U,A7,W,0,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019140,768,221,3.65,7,5,-1,-1,-1,0,N,B,A7,L,0,3,5,Suddenlink - NSR,Altice,Wireline,3,,0
1019141,489,790,12.585,1,8,2,1,2,1,N,U,A7,W,7,3,4,T-Mobile US-TSI,T-Mobile,Wireless,,N,0
1019142,304,120,0.407,5,7,2,2,-1,0,N,B,A7,W,0,3,4,Cingular Wireless,AT&T,Wireless,,N,0
1019143,619,124,0.379,2,8,2,1,2,0,N,U,A7,W,7,2,3,Verizon Wireless - SVR,Verizon,Wireless,,N,0
1019144,619,213,1.184,5,8,1,-1,0,0,N,U,A5,L,0,1,2,RCLEC- NSR,RingCentral,Wireline,2,,0
1019145,444,500,2.409,2,8,2,1,2,0,N,U,A7,W,0,2,3,Sprint PCS,Sprint Nextel,Wireless,,N,0
